date,year,month,quarter,region,product,sales_rep,customer,revenue,cost,profit,units_sold,unit_price,profit_margin,month_name,day_of_week,week_number
2022-01-31,2022,1,Q1,Middle East & Africa,Software License,Olivia White,Quantum Corp,22709.34,17915.92,4793.42,10,2270.93,21.11,January,Monday,5
2022-01-31,2022,1,Q1,Middle East & Africa,Support & Maintenance,Grace Lee,Digital Ventures,9837.09,7528.99,2308.1,16,614.82,23.46,January,Monday,5
2022-02-01,2022,2,Q1,Middle East & Africa,Cloud Subscription,Bob Smith,Quantum Corp,11296.18,8545.3,2750.88,13,868.94,24.35,February,Tuesday,5
2022-02-01,2022,2,Q1,Middle East & Africa,Software License,Maya Patel,Zenith Systems,24560.95,19164.3,5396.65,13,1889.3,21.97,February,Tuesday,5
2022-02-01,2022,2,Q1,North America,Professional Services,Ivy Chen,Elite Systems,61810.18,43817.1,17993.08,15,4120.68,29.11,February,Tuesday,5
2022-02-02,2022,2,Q1,Asia Pacific,Software License,Ivy Chen,NextGen Technologies,63064.56,44721.43,18343.12,3,21021.52,29.09,February,Wednesday,5
2022-02-02,2022,2,Q1,North America,Support & Maintenance,Noah Martinez,Vertex Solutions,13871.1,9376.27,4494.83,8,1733.89,32.4,February,Wednesday,5
2022-02-02,2022,2,Q1,North America,Support & Maintenance,Frank Miller,Pinnacle Corp,8127.61,5864.73,2262.88,16,507.98,27.84,February,Wednesday,5
2022-02-02,2022,2,Q1,Europe,Support & Maintenance,Carol Davis,Summit Technologies,15897.08,12152.98,3744.1,11,1445.19,23.55,February,Wednesday,5
2022-02-02,2022,2,Q1,Asia Pacific,Hardware,Maya Patel,Horizon Corp,35454.28,23093.33,12360.95,14,2532.45,34.86,February,Wednesday,5
2022-02-02,2022,2,Q1,Latin America,Support & Maintenance,Grace Lee,Zenith Systems,3807.64,2749.37,1058.27,18,211.54,27.79,February,Wednesday,5
2022-02-02,2022,2,Q1,Asia Pacific,Professional Services,Noah Martinez,Smart Analytics Co,32487.49,21411.06,11076.43,17,1911.03,34.09,February,Wednesday,5
2022-02-02,2022,2,Q1,North America,Professional Services,Olivia White,Pinnacle Corp,48342.84,36798.49,11544.34,1,48342.84,23.88,February,Wednesday,5
2022-02-03,2022,2,Q1,Latin America,Hardware,Jack Anderson,Prime Industries,44698.39,32599.48,12098.91,10,4469.84,27.07,February,Thursday,5
2022-02-03,2022,2,Q1,Asia Pacific,Software License,Henry Taylor,NextGen Technologies,50697.18,33204.68,17492.49,19,2668.27,34.5,February,Thursday,5
2022-02-03,2022,2,Q1,Europe,Support & Maintenance,David Wilson,Apex Solutions,18405.03,11606.15,6798.88,17,1082.65,36.94,February,Thursday,5
2022-02-03,2022,2,Q1,Asia Pacific,Professional Services,Emma Brown,Stellar Enterprises,35969.03,21751.47,14217.56,15,2397.94,39.53,February,Thursday,5
2022-02-04,2022,2,Q1,Asia Pacific,Hardware,Alice Johnson,Summit Technologies,27137.06,17051.7,10085.35,3,9045.69,37.16,February,Friday,5
2022-02-04,2022,2,Q1,Europe,Software License,David Wilson,Elite Systems,52453.6,39072.86,13380.74,11,4768.51,25.51,February,Friday,5
2022-02-04,2022,2,Q1,Latin America,Hardware,Maya Patel,Smart Analytics Co,14130.18,9481.34,4648.84,4,3532.55,32.9,February,Friday,5
2022-02-04,2022,2,Q1,Latin America,Support & Maintenance,Henry Taylor,TechCorp Inc,8676.8,6317.0,2359.8,8,1084.6,27.2,February,Friday,5
2022-02-04,2022,2,Q1,North America,Professional Services,David Wilson,Prime Industries,13290.21,10616.59,2673.62,2,6645.1,20.12,February,Friday,5
2022-02-04,2022,2,Q1,Europe,Professional Services,Kate Thompson,Zenith Systems,27452.85,21751.81,5701.05,15,1830.19,20.77,February,Friday,5
2022-02-04,2022,2,Q1,Asia Pacific,Support & Maintenance,Ivy Chen,Summit Technologies,9432.42,6913.79,2518.62,3,3144.14,26.7,February,Friday,5
2022-02-04,2022,2,Q1,Asia Pacific,Support & Maintenance,Liam Garcia,Horizon Corp,18958.94,13350.73,5608.21,6,3159.82,29.58,February,Friday,5
2022-02-05,2022,2,Q1,Asia Pacific,Support & Maintenance,Emma Brown,Quantum Corp,18008.67,11032.51,6976.17,4,4502.17,38.74,February,Saturday,5
2022-02-05,2022,2,Q1,Asia Pacific,Cloud Subscription,Bob Smith,Digital Ventures,14791.72,11646.88,3144.84,9,1643.52,21.26,February,Saturday,5
2022-02-05,2022,2,Q1,Asia Pacific,Software License,Liam Garcia,Horizon Corp,62685.99,44714.86,17971.13,10,6268.6,28.67,February,Saturday,5
2022-02-05,2022,2,Q1,Europe,Cloud Subscription,David Wilson,Vertex Solutions,4879.69,3585.89,1293.8,10,487.97,26.51,February,Saturday,5
2022-02-05,2022,2,Q1,Asia Pacific,Hardware,Maya Patel,Summit Technologies,33165.65,21050.4,12115.25,2,16582.83,36.53,February,Saturday,5
2022-02-06,2022,2,Q1,Asia Pacific,Software License,Noah Martinez,Digital Ventures,34797.44,23061.85,11735.59,14,2485.53,33.73,February,Sunday,5
2022-02-06,2022,2,Q1,Asia Pacific,Cloud Subscription,Frank Miller,Enterprise Dynamics,29208.79,18883.78,10325.01,13,2246.83,35.35,February,Sunday,5
2022-02-06,2022,2,Q1,Asia Pacific,Software License,Liam Garcia,Horizon Corp,1000.0,701.23,298.77,18,55.56,29.88,February,Sunday,5
2022-02-06,2022,2,Q1,Europe,Professional Services,Alice Johnson,Global Solutions Ltd,15122.81,9653.74,5469.06,2,7561.4,36.16,February,Sunday,5
2022-02-06,2022,2,Q1,Middle East & Africa,Professional Services,Liam Garcia,CloudTech Solutions,20285.09,13916.94,6368.15,9,2253.9,31.39,February,Sunday,5
2022-02-06,2022,2,Q1,Latin America,Software License,Noah Martinez,TechCorp Inc,28559.27,21784.84,6774.43,7,4079.9,23.72,February,Sunday,5
2022-02-06,2022,2,Q1,Middle East & Africa,Professional Services,Henry Taylor,Vertex Solutions,17347.2,12921.3,4425.91,5,3469.44,25.51,February,Sunday,5
2022-02-07,2022,2,Q1,Asia Pacific,Cloud Subscription,Alice Johnson,Future Systems Inc,29623.46,22120.52,7502.94,5,5924.69,25.33,February,Monday,6
2022-02-07,2022,2,Q1,Latin America,Software License,Noah Martinez,Innovation Systems,31675.17,20651.03,11024.14,10,3167.52,34.8,February,Monday,6
2022-02-07,2022,2,Q1,Latin America,Support & Maintenance,Bob Smith,Zenith Systems,14115.34,9030.59,5084.75,5,2823.07,36.02,February,Monday,6
2022-02-07,2022,2,Q1,North America,Cloud Subscription,Carol Davis,Zenith Systems,29853.03,20624.72,9228.3,4,7463.26,30.91,February,Monday,6
2022-02-07,2022,2,Q1,Asia Pacific,Software License,David Wilson,DataFlow Corp,39740.45,26963.05,12777.4,10,3974.04,32.15,February,Monday,6
2022-02-07,2022,2,Q1,Middle East & Africa,Support & Maintenance,Jack Anderson,Stellar Enterprises,7183.15,4675.76,2507.39,10,718.32,34.91,February,Monday,6
2022-02-08,2022,2,Q1,Europe,Hardware,Grace Lee,Pinnacle Corp,1000.0,690.02,309.98,17,58.82,31.0,February,Tuesday,6
2022-02-08,2022,2,Q1,Latin America,Professional Services,Noah Martinez,Zenith Systems,25914.52,19370.76,6543.76,1,25914.52,25.25,February,Tuesday,6
2022-02-08,2022,2,Q1,Latin America,Professional Services,Jack Anderson,Stellar Enterprises,33681.78,23320.9,10360.87,4,8420.44,30.76,February,Tuesday,6
2022-02-08,2022,2,Q1,North America,Hardware,Liam Garcia,DataFlow Corp,59591.7,37830.11,21761.59,5,11918.34,36.52,February,Tuesday,6
2022-02-08,2022,2,Q1,Europe,Cloud Subscription,Emma Brown,Innovation Systems,26507.33,20669.89,5837.44,8,3313.42,22.02,February,Tuesday,6
2022-02-08,2022,2,Q1,Europe,Cloud Subscription,Carol Davis,Horizon Corp,29857.05,18639.08,11217.97,4,7464.26,37.57,February,Tuesday,6
2022-02-08,2022,2,Q1,North America,Cloud Subscription,Alice Johnson,Elite Systems,41756.42,31301.22,10455.2,2,20878.21,25.04,February,Tuesday,6
2022-02-09,2022,2,Q1,Middle East & Africa,Support & Maintenance,Emma Brown,Global Solutions Ltd,5865.57,4034.82,1830.76,18,325.87,31.21,February,Wednesday,6
2022-02-09,2022,2,Q1,Europe,Professional Services,Liam Garcia,Quantum Corp,38688.88,29878.42,8810.46,17,2275.82,22.77,February,Wednesday,6
2022-02-09,2022,2,Q1,Latin America,Software License,Kate Thompson,Smart Analytics Co,28877.69,22977.38,5900.3,13,2062.69,20.43,February,Wednesday,6
2022-02-09,2022,2,Q1,Asia Pacific,Hardware,Kate Thompson,Digital Ventures,41285.65,32511.52,8774.12,13,3175.82,21.25,February,Wednesday,6
2022-02-09,2022,2,Q1,Latin America,Software License,Ivy Chen,Smart Analytics Co,35318.27,22699.13,12619.14,19,1858.86,35.73,February,Wednesday,6
2022-02-09,2022,2,Q1,Europe,Professional Services,Noah Martinez,CloudTech Solutions,52737.52,32759.82,19977.7,7,7533.93,37.88,February,Wednesday,6
2022-02-10,2022,2,Q1,North America,Cloud Subscription,Maya Patel,Quantum Corp,39618.74,28193.03,11425.71,8,4952.34,28.84,February,Thursday,6
2022-02-10,2022,2,Q1,Middle East & Africa,Hardware,Olivia White,Quantum Corp,26815.16,20020.58,6794.58,7,3830.74,25.34,February,Thursday,6
2022-02-10,2022,2,Q1,Latin America,Software License,Henry Taylor,Quantum Corp,20294.67,14304.33,5990.34,10,2029.47,29.52,February,Thursday,6
2022-02-11,2022,2,Q1,Latin America,Professional Services,Ivy Chen,Horizon Corp,23484.04,15525.79,7958.25,19,1236.0,33.89,February,Friday,6
2022-02-11,2022,2,Q1,Latin America,Support & Maintenance,Bob Smith,Stellar Enterprises,11286.4,7655.62,3630.78,8,1410.8,32.17,February,Friday,6
2022-02-11,2022,2,Q1,North America,Support & Maintenance,Liam Garcia,NextGen Technologies,8032.32,5981.52,2050.81,5,1606.46,25.53,February,Friday,6
2022-02-11,2022,2,Q1,Middle East & Africa,Professional Services,Alice Johnson,Innovation Systems,35443.87,26061.65,9382.22,18,1969.1,26.47,February,Friday,6
2022-02-11,2022,2,Q1,Europe,Hardware,Jack Anderson,TechCorp Inc,48191.67,36104.48,12087.19,6,8031.94,25.08,February,Friday,6
2022-02-11,2022,2,Q1,Asia Pacific,Hardware,Alice Johnson,Enterprise Dynamics,41987.16,26219.94,15767.21,17,2469.83,37.55,February,Friday,6
2022-02-11,2022,2,Q1,Latin America,Hardware,Kate Thompson,Pinnacle Corp,30392.08,20795.77,9596.31,4,7598.02,31.58,February,Friday,6
2022-02-11,2022,2,Q1,Asia Pacific,Cloud Subscription,Jack Anderson,Elite Systems,12940.45,10223.76,2716.68,5,2588.09,20.99,February,Friday,6
2022-02-12,2022,2,Q1,Latin America,Software License,Henry Taylor,Apex Solutions,29867.08,19469.14,10397.94,14,2133.36,34.81,February,Saturday,6
2022-02-12,2022,2,Q1,Latin America,Professional Services,Frank Miller,DataFlow Corp,13572.43,9324.75,4247.68,5,2714.49,31.3,February,Saturday,6
2022-02-12,2022,2,Q1,Europe,Professional Services,Grace Lee,Vertex Solutions,36198.87,24606.8,11592.06,4,9049.72,32.02,February,Saturday,6
2022-02-12,2022,2,Q1,Asia Pacific,Support & Maintenance,Noah Martinez,Horizon Corp,8688.37,6680.99,2007.38,6,1448.06,23.1,February,Saturday,6
2022-02-12,2022,2,Q1,North America,Support & Maintenance,Bob Smith,NextGen Technologies,23304.27,14084.28,9219.99,11,2118.57,39.56,February,Saturday,6
2022-02-12,2022,2,Q1,Asia Pacific,Professional Services,Bob Smith,Prime Industries,37072.14,27661.91,9410.24,18,2059.56,25.38,February,Saturday,6
2022-02-12,2022,2,Q1,Middle East & Africa,Software License,Kate Thompson,Horizon Corp,34014.0,26989.13,7024.87,9,3779.33,20.65,February,Saturday,6
2022-02-12,2022,2,Q1,Latin America,Support & Maintenance,Alice Johnson,Digital Ventures,12144.99,9668.67,2476.32,2,6072.5,20.39,February,Saturday,6
2022-02-13,2022,2,Q1,Asia Pacific,Hardware,Maya Patel,Vertex Solutions,14326.45,11022.54,3303.91,10,1432.64,23.06,February,Sunday,6
2022-02-13,2022,2,Q1,Latin America,Software License,David Wilson,Future Systems Inc,40791.37,29785.64,11005.73,12,3399.28,26.98,February,Sunday,6
2022-02-13,2022,2,Q1,Middle East & Africa,Cloud Subscription,Olivia White,Quantum Corp,11505.59,7282.36,4223.23,4,2876.4,36.71,February,Sunday,6
2022-02-13,2022,2,Q1,Latin America,Support & Maintenance,Bob Smith,TechCorp Inc,11630.78,9024.51,2606.27,14,830.77,22.41,February,Sunday,6
2022-02-13,2022,2,Q1,Middle East & Africa,Cloud Subscription,Liam Garcia,Enterprise Dynamics,7496.68,4656.15,2840.53,18,416.48,37.89,February,Sunday,6
2022-02-13,2022,2,Q1,Asia Pacific,Hardware,Alice Johnson,Horizon Corp,27700.26,17141.12,10559.14,9,3077.81,38.12,February,Sunday,6
2022-02-13,2022,2,Q1,Latin America,Software License,David Wilson,DataFlow Corp,54669.63,34528.84,20140.78,6,9111.6,36.84,February,Sunday,6
2022-02-14,2022,2,Q1,North America,Cloud Subscription,Henry Taylor,Quantum Corp,23821.92,15170.87,8651.05,5,4764.38,36.32,February,Monday,7
2022-02-14,2022,2,Q1,Middle East & Africa,Professional Services,Grace Lee,Vertex Solutions,28225.19,18739.64,9485.54,1,28225.19,33.61,February,Monday,7
2022-02-14,2022,2,Q1,Latin America,Cloud Subscription,Henry Taylor,Horizon Corp,18984.31,12020.7,6963.62,6,3164.05,36.68,February,Monday,7
2022-02-14,2022,2,Q1,Europe,Support & Maintenance,David Wilson,Stellar Enterprises,17793.45,11874.78,5918.67,9,1977.05,33.26,February,Monday,7
2022-02-14,2022,2,Q1,Middle East & Africa,Cloud Subscription,Noah Martinez,Innovation Systems,15808.61,10974.87,4833.74,15,1053.91,30.58,February,Monday,7
2022-02-14,2022,2,Q1,Asia Pacific,Support & Maintenance,Frank Miller,Summit Technologies,10948.68,7104.25,3844.43,1,10948.68,35.11,February,Monday,7
2022-02-15,2022,2,Q1,North America,Professional Services,Liam Garcia,Quantum Corp,36085.8,27055.88,9029.92,16,2255.36,25.02,February,Tuesday,7
2022-02-15,2022,2,Q1,Middle East & Africa,Hardware,Kate Thompson,Vertex Solutions,18717.78,12409.58,6308.19,14,1247.85,33.7,February,Tuesday,7
2022-02-15,2022,2,Q1,Europe,Support & Maintenance,Ivy Chen,Vertex Solutions,17933.47,11761.76,6171.71,3,5977.82,34.41,February,Tuesday,7
2022-02-15,2022,2,Q1,Asia Pacific,Professional Services,Ivy Chen,Horizon Corp,20696.42,16024.02,4672.41,7,2956.63,22.58,February,Tuesday,7
2022-02-15,2022,2,Q1,Latin America,Support & Maintenance,Olivia White,NextGen Technologies,9172.35,6199.59,2972.75,14,655.17,32.41,February,Tuesday,7
2022-02-16,2022,2,Q1,Europe,Hardware,Grace Lee,Smart Analytics Co,36624.39,22282.46,14341.93,14,2616.03,39.16,February,Wednesday,7
2022-02-16,2022,2,Q1,Latin America,Software License,Frank Miller,Vertex Solutions,25103.06,19634.46,5468.6,10,2510.31,21.78,February,Wednesday,7
2022-02-16,2022,2,Q1,Latin America,Support & Maintenance,Kate Thompson,CloudTech Solutions,11040.11,7800.22,3239.88,19,581.06,29.35,February,Wednesday,7
2022-02-16,2022,2,Q1,Latin America,Software License,Carol Davis,Summit Technologies,44894.28,27047.94,17846.34,14,3206.73,39.75,February,Wednesday,7
2022-02-17,2022,2,Q1,Asia Pacific,Software License,Noah Martinez,Pinnacle Corp,23313.91,16754.41,6559.5,9,2590.43,28.14,February,Thursday,7
2022-02-17,2022,2,Q1,North America,Hardware,Olivia White,Pinnacle Corp,11450.23,7483.36,3966.87,14,817.87,34.64,February,Thursday,7
2022-02-17,2022,2,Q1,North America,Cloud Subscription,Grace Lee,CloudTech Solutions,41154.03,31927.12,9226.91,1,41154.03,22.42,February,Thursday,7
2022-02-17,2022,2,Q1,North America,Support & Maintenance,Maya Patel,Future Systems Inc,12080.17,7660.23,4419.93,19,635.8,36.59,February,Thursday,7
2022-02-17,2022,2,Q1,Asia Pacific,Hardware,Liam Garcia,Prime Industries,30123.65,22814.15,7309.5,3,10041.22,24.26,February,Thursday,7
2022-02-17,2022,2,Q1,North America,Professional Services,Noah Martinez,Horizon Corp,44064.08,30900.08,13164.0,6,7344.01,29.87,February,Thursday,7
2022-02-17,2022,2,Q1,Latin America,Professional Services,Kate Thompson,Vertex Solutions,20807.45,13300.53,7506.92,3,6935.82,36.08,February,Thursday,7
2022-02-18,2022,2,Q1,North America,Hardware,Bob Smith,Smart Analytics Co,99056.31,76355.29,22701.01,17,5826.84,22.92,February,Friday,7
2022-02-18,2022,2,Q1,Asia Pacific,Cloud Subscription,Liam Garcia,Innovation Systems,17084.47,13434.39,3650.09,9,1898.27,21.36,February,Friday,7
2022-02-18,2022,2,Q1,Latin America,Software License,Maya Patel,DataFlow Corp,36207.77,28096.24,8111.54,9,4023.09,22.4,February,Friday,7
2022-02-18,2022,2,Q1,Latin America,Cloud Subscription,Liam Garcia,Quantum Corp,14194.46,9249.6,4944.86,16,887.15,34.84,February,Friday,7
2022-02-18,2022,2,Q1,North America,Software License,Frank Miller,Global Solutions Ltd,73840.15,44903.06,28937.09,18,4102.23,39.19,February,Friday,7
2022-02-18,2022,2,Q1,Asia Pacific,Professional Services,Frank Miller,Elite Systems,37849.64,26870.09,10979.55,17,2226.45,29.01,February,Friday,7
2022-02-18,2022,2,Q1,Europe,Cloud Subscription,Ivy Chen,Elite Systems,29095.39,19563.28,9532.12,11,2645.04,32.76,February,Friday,7
2022-02-19,2022,2,Q1,Europe,Cloud Subscription,Carol Davis,Innovation Systems,45374.67,32034.44,13340.23,3,15124.89,29.4,February,Saturday,7
2022-02-19,2022,2,Q1,Middle East & Africa,Support & Maintenance,Jack Anderson,Smart Analytics Co,8900.31,5865.38,3034.93,1,8900.31,34.1,February,Saturday,7
2022-02-19,2022,2,Q1,Latin America,Hardware,Carol Davis,Smart Analytics Co,41204.07,28050.89,13153.18,13,3169.54,31.92,February,Saturday,7
2022-02-19,2022,2,Q1,Latin America,Professional Services,Henry Taylor,Future Systems Inc,15305.47,11627.2,3678.27,3,5101.82,24.03,February,Saturday,7
2022-02-19,2022,2,Q1,North America,Support & Maintenance,Olivia White,Quantum Corp,19392.77,13159.83,6232.94,7,2770.4,32.14,February,Saturday,7
2022-02-19,2022,2,Q1,Middle East & Africa,Cloud Subscription,Bob Smith,Pinnacle Corp,8918.91,6710.42,2208.49,15,594.59,24.76,February,Saturday,7
2022-02-19,2022,2,Q1,Asia Pacific,Hardware,Emma Brown,Elite Systems,8728.3,6419.0,2309.3,5,1745.66,26.46,February,Saturday,7
2022-02-20,2022,2,Q1,Asia Pacific,Support & Maintenance,Noah Martinez,Quantum Corp,20315.87,12617.21,7698.66,17,1195.05,37.89,February,Sunday,7
2022-02-20,2022,2,Q1,Europe,Support & Maintenance,Noah Martinez,Vertex Solutions,12621.47,7671.32,4950.15,11,1147.41,39.22,February,Sunday,7
2022-02-20,2022,2,Q1,North America,Cloud Subscription,Grace Lee,Zenith Systems,19457.8,15177.41,4280.39,5,3891.56,22.0,February,Sunday,7
2022-02-20,2022,2,Q1,Asia Pacific,Hardware,Emma Brown,Quantum Corp,11057.4,7387.2,3670.2,4,2764.35,33.19,February,Sunday,7
2022-02-20,2022,2,Q1,North America,Support & Maintenance,Emma Brown,TechCorp Inc,10391.79,6748.23,3643.55,18,546.94,35.06,February,Sunday,7
2022-02-20,2022,2,Q1,Middle East & Africa,Software License,Olivia White,Stellar Enterprises,39560.11,25595.68,13964.42,11,3596.37,35.3,February,Sunday,7
2022-02-20,2022,2,Q1,Latin America,Professional Services,Maya Patel,Smart Analytics Co,30782.45,21203.22,9579.23,15,2052.16,31.12,February,Sunday,7
2022-02-20,2022,2,Q1,Middle East & Africa,Professional Services,David Wilson,Digital Ventures,26114.39,19807.88,6306.51,19,1374.44,24.15,February,Sunday,7
2022-02-21,2022,2,Q1,Asia Pacific,Cloud Subscription,Kate Thompson,DataFlow Corp,19275.02,13658.37,5616.64,19,1014.47,29.14,February,Monday,8
2022-02-21,2022,2,Q1,North America,Professional Services,Maya Patel,Pinnacle Corp,17684.7,13248.88,4435.82,7,2526.39,25.08,February,Monday,8
2022-02-21,2022,2,Q1,North America,Hardware,Frank Miller,CloudTech Solutions,40016.42,31565.29,8451.13,17,2353.91,21.12,February,Monday,8
2022-02-21,2022,2,Q1,North America,Professional Services,Frank Miller,Elite Systems,45127.89,31512.06,13615.82,11,4102.54,30.17,February,Monday,8
2022-02-21,2022,2,Q1,Europe,Cloud Subscription,Carol Davis,Horizon Corp,30118.3,21036.58,9081.72,18,1673.24,30.15,February,Monday,8
2022-02-21,2022,2,Q1,Asia Pacific,Hardware,Ivy Chen,Future Systems Inc,60583.83,46123.55,14460.28,3,20194.61,23.87,February,Monday,8
2022-02-21,2022,2,Q1,Europe,Professional Services,Olivia White,Vertex Solutions,33184.72,25532.12,7652.6,8,4148.09,23.06,February,Monday,8
2022-02-22,2022,2,Q1,Asia Pacific,Software License,Henry Taylor,Innovation Systems,53013.02,39099.45,13913.56,11,4819.37,26.25,February,Tuesday,8
2022-02-22,2022,2,Q1,Europe,Cloud Subscription,Noah Martinez,Prime Industries,25632.0,19581.81,6050.19,9,2848.0,23.6,February,Tuesday,8
2022-02-22,2022,2,Q1,Middle East & Africa,Professional Services,Bob Smith,Prime Industries,17143.58,10775.94,6367.64,8,2142.95,37.14,February,Tuesday,8
2022-02-22,2022,2,Q1,North America,Professional Services,Ivy Chen,DataFlow Corp,44091.44,29974.24,14117.19,2,22045.72,32.02,February,Tuesday,8
2022-02-22,2022,2,Q1,Latin America,Professional Services,Kate Thompson,Future Systems Inc,18828.5,14340.67,4487.83,13,1448.35,23.84,February,Tuesday,8
2022-02-23,2022,2,Q1,Latin America,Professional Services,Bob Smith,Smart Analytics Co,27323.74,19007.82,8315.93,2,13661.87,30.43,February,Wednesday,8
2022-02-23,2022,2,Q1,Latin America,Software License,Jack Anderson,Horizon Corp,33305.67,26173.12,7132.56,7,4757.95,21.42,February,Wednesday,8
2022-02-23,2022,2,Q1,Asia Pacific,Hardware,David Wilson,Innovation Systems,36374.85,26215.3,10159.55,19,1914.47,27.93,February,Wednesday,8
